"item","element_type","width_m","height_m","area_m2","glass_supply_model","wind_load","thermal_performance","price_material_gbp","price_glass_unit_gbp","labour_work_gbp","coating_type","coating_total_gbp","margin_gbp","final_price_gbp","fabrication_time_h"
"21","Triple Sliding door","3","3","9","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","7593","448","888","Qualicoat Class 2","1512","3248,02","13689,02","26"
"22","Triple Sliding door","3","3","9","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","7593","0","444","Qualicoat Class 2","1512","3264,99","12813,99","26"
"23","Triple Sliding door","3","3","9","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","7593","435","888","Qualicoat Class 2","1512","3243,6","13671,6","26"
"24","Triple Sliding door","3","3","9","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","7593","0","444","Qualicoat Class 2","1512","3264,99","12813,99","26"
"13","Triple Sliding door","3","3","9","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","< 0.9 W/m²K","7593","461","888","Qualicoat Seaside","2412","3558,44","14912,44","26"
"14","Triple Sliding door","3","3","9","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","< 0.9 W/m²K","7593","0","444","Qualicoat Seaside","2412","3264,99","13713,99","26"
"15","Triple Sliding door","3","3","9","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","0.9 – 1.2 W/m²K","7593","448","888","Qualicoat Seaside","2412","3554,02","14895,02","26"
"16","Triple Sliding door","3","3","9","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","0.9 – 1.2 W/m²K","7593","0","444","Qualicoat Seaside","2412","3264,99","13713,99","26"
"17","Triple Sliding door","3","3","9","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","1.2 – 1.6 W/m²K","7593","435","888","Qualicoat Seaside","2412","3549,6","14877,6","26"
"18","Triple Sliding door","3","3","9","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","1.2 – 1.6 W/m²K","7593","0","444","Qualicoat Seaside","2412","3264,99","13713,99","26"
"19","Triple Sliding door","3","3","9","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","< 0.9 W/m²K","7593","461","888","Qualicoat Seaside","2412","3558,44","14912,44","26"
"20","Triple Sliding door","3","3","9","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","< 0.9 W/m²K","7593","0","444","Qualicoat Seaside","2412","3264,99","13713,99","26"
"21","Triple Sliding door","3","3","9","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","7593","448","888","Qualicoat Seaside","2412","3554,02","14895,02","26"
"22","Triple Sliding door","3","3","9","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","7593","0","444","Qualicoat Seaside","2412","3264,99","13713,99","26"
"23","Triple Sliding door","3","3","9","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","7593","435","888","Qualicoat Seaside","2412","3549,6","14877,6","26"
"24","Triple Sliding door","3","3","9","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","7593","0","444","Qualicoat Seaside","2412","3264,99","13713,99","26"
"1","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","< 0.9 W/m²K","3752","312","383","Pre-anodized + Qualicoat Class 1","869,4","1677,356","6993,756","8"
"2","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","< 0.9 W/m²K","3752","0","191","Pre-anodized + Qualicoat Class 1","869,4","1613,36","6425,76","4"
"3","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","0.9 – 1.2 W/m²K","3752","289","383","Pre-anodized + Qualicoat Class 1","869,4","1669,536","6962,936","4"
"4","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","0.9 – 1.2 W/m²K","3752","0","191","Pre-anodized + Qualicoat Class 1","869,4","1613,36","6425,76","4"
"5","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","1.2 – 1.6 W/m²K","3752","278","383","Pre-anodized + Qualicoat Class 1","869,4","1665,796","6948,196","4"
"6","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","1.2 – 1.6 W/m²K","3752","0","191","Pre-anodized + Qualicoat Class 1","869,4","1613,36","6425,76","4"
"7","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","< 0.9 W/m²K","3752","312","383","Pre-anodized + Qualicoat Class 1","869,4","1677,356","6993,756","4"
"8","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","< 0.9 W/m²K","3752","0","191","Pre-anodized + Qualicoat Class 1","869,4","1613,36","6425,76","4"
"9","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","3752","289","383","Pre-anodized + Qualicoat Class 1","869,4","1669,536","6962,936","4"
"10","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","3752","0","191","Pre-anodized + Qualicoat Class 1","869,4","1613,36","6425,76","4"
"11","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","3752","278","383","Pre-anodized + Qualicoat Class 1","869,4","1665,796","6948,196","4"
"12","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","3752","0","191","Pre-anodized + Qualicoat Class 1","869,4","1613,36","6425,76","4"
"13","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","< 0.9 W/m²K","3752","312","383","Qualicoat Class 2","1058,4","1741,616","7247,016","4"
"14","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","< 0.9 W/m²K","3752","0","191","Qualicoat Class 2","1058,4","1613,36","6614,76","4"
"15","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","0.9 – 1.2 W/m²K","3752","289","383","Qualicoat Class 2","1058,4","1733,796","7216,196","4"
"16","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","0.9 – 1.2 W/m²K","3752","0","191","Qualicoat Class 2","1058,4","1613,36","6614,76","4"
"17","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","1.2 – 1.6 W/m²K","3752","278","383","Qualicoat Class 2","1058,4","1730,056","7201,456","4"
"18","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","1.2 – 1.6 W/m²K","3752","0","191","Qualicoat Class 2","1058,4","1613,36","6614,76","4"
"19","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","< 0.9 W/m²K","3752","312","383","Qualicoat Class 2","1058,4","1741,616","7247,016","4"
"20","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","< 0.9 W/m²K","3752","0","191","Qualicoat Class 2","1058,4","1613,36","6614,76","4"
"21","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","3752","289","383","Qualicoat Class 2","1058,4","1733,796","7216,196","4"
"22","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","3752","0","191","Qualicoat Class 2","1058,4","1613,36","6614,76","4"
"23","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","3752","278","383","Qualicoat Class 2","1058,4","1730,056","7201,456","4"
"24","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","3752","0","191","Qualicoat Class 2","1058,4","1613,36","6614,76","4"
"13","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","< 0.9 W/m²K","3752","312","383","Qualicoat Seaside","1688,4","1955,816","8091,216","4"
"14","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","< 0.9 W/m²K","3752","0","191","Qualicoat Seaside","1688,4","1613,36","7244,76","4"
"15","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","0.9 – 1.2 W/m²K","3752","289","383","Qualicoat Seaside","1688,4","1947,996","8060,396","4"
"16","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","0.9 – 1.2 W/m²K","3752","0","191","Qualicoat Seaside","1688,4","1613,36","7244,76","4"
"17","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","< 1.5 kN/m²","1.2 – 1.6 W/m²K","3752","278","383","Qualicoat Seaside","1688,4","1944,256","8045,656","4"
"18","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","< 1.5 kN/m²","1.2 – 1.6 W/m²K","3752","0","191","Qualicoat Seaside","1688,4","1613,36","7244,76","4"
"19","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","< 0.9 W/m²K","3752","312","383","Qualicoat Seaside","1688,4","1955,816","8091,216","4"
"20","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","< 0.9 W/m²K","3752","0","191","Qualicoat Seaside","1688,4","1613,36","7244,76","4"
"21","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","3752","289","383","Qualicoat Seaside","1688,4","1947,996","8060,396","4"
"22","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","0.9 – 1.2 W/m²K","3752","0","191","Qualicoat Seaside","1688,4","1613,36","7244,76","4"
"23","Folding door","3","2,1","6,3","Company supplies glass units (34% full project margin)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","3752","278","383","Qualicoat Seaside","1688,4","1944,256","8045,656","4"
"24","Folding door","3","2,1","6,3","External supplier provides glass units (43% material margin only)","1.5 – 1.6 kN/m²","1.2 – 1.6 W/m²K","3752","0","191","Qualicoat Seaside","1688,4","1613,36","7244,76","4"
